aX,aY,aZ,gX,gY,gZ
0.733,0.252,-0.623,11.475,-137.146,-22.766
0.743,0.202,-0.594,11.292,-139.526,-31.067
0.750,0.127,-0.565,9.094,-140.381,-37.720
0.752,0.036,-0.523,5.737,-140.442,-41.321
0.754,-0.034,-0.460,1.892,-141.357,-40.833
0.782,-0.087,-0.398,-1.892,-141.296,-36.804
0.786,-0.117,-0.335,-5.615,-139.648,-31.555
0.817,-0.138,-0.289,-8.789,-136.108,-25.940
0.856,-0.125,-0.257,-10.986,-132.324,-20.020
0.911,-0.083,-0.226,-10.925,-129.822,-15.198
0.943,-0.034,-0.180,-7.812,-130.371,-12.634
0.980,0.012,-0.131,-2.808,-130.920,-12.878
1.008,0.036,-0.102,2.502,-130.798,-15.808

1.615,-0.605,0.660,19.836,-20.691,-29.907
1.611,-0.730,0.879,17.761,-12.451,-22.156
1.576,-0.822,1.138,10.376,5.188,-8.911
1.552,-0.844,1.405,0.793,34.851,8.911
1.552,-0.812,1.654,-7.141,76.904,28.809
1.515,-0.723,1.935,-12.451,125.244,46.753
1.410,-0.613,2.194,-11.902,180.725,60.852
1.234,-0.489,2.240,-7.141,249.084,70.313
0.983,-0.390,2.093,-1.221,325.500,73.975
0.703,-0.283,1.725,2.136,398.193,75.806
0.385,-0.201,1.234,4.578,456.482,77.209
0.113,-0.069,0.755,4.700,491.943,80.200
-0.144,0.133,0.446,4.211,505.249,81.787
-0.450,0.336,0.262,11.719,505.188,77.209
-0.769,0.518,0.006,25.024,511.414,62.927
-1.108,0.692,-0.254,38.574,526.978,41.382
-1.499,0.895,-0.591,57.556,540.283,18.799
-1.840,0.904,-1.380,80.811,548.523,-7.751
-2.050,0.758,-2.670,98.389,539.978,-37.231
-2.303,0.477,-3.962,99.060,484.070,-60.242
-2.158,0.346,-4.000,86.426,354.675,-51.086
-1.784,0.348,-4.000,84.656,153.076,-9.644
-1.303,0.134,-3.308,66.833,-38.940,32.166
-0.834,0.312,-2.422,28.992,-148.071,66.284
-0.413,0.407,-1.585,-8.606,-197.998,83.252
-0.022,0.373,-0.951,-33.447,-209.229,67.505
0.184,0.207,-0.546,-49.072,-189.697,40.100
0.443,0.144,-0.273,-53.589,-162.231,16.357
0.597,0.002,-0.107,-46.692,-141.724,-1.221
0.617,-0.141,-0.010,-30.823,-125.488,-15.076
0.621,-0.223,0.039,-21.240,-105.103,-20.874
0.592,-0.269,0.008,-16.724,-79.529,-21.851
0.552,-0.285,-0.097,-13.184,-53.833,-18.555
0.513,-0.283,-0.269,-9.094,-31.799,-13.367
0.475,-0.264,-0.466,-5.005,-16.602,-7.202
0.442,-0.217,-0.636,-3.235,-8.789,-0.793
0.398,-0.144,-0.769,-2.136,-8.179,5.188
0.371,-0.082,-0.889,0.793,-13.306,10.071
0.356,-0.014,-0.963,4.028,-22.400,13.489
0.348,0.045,-1.011,7.324,-33.020,15.442
0.357,0.119,-1.048,10.376,-45.044,15.991
0.396,0.213,-1.079,13.062,-58.716,14.465
0.434,0.268,-1.099,14.954,-73.914,8.850
0.443,0.285,-1.078,14.038,-89.600,1.160
0.462,0.276,-1.023,9.399,-103.699,-5.920
0.488,0.255,-0.966,2.930,-113.953,-12.024
0.514,0.230,-0.908,-4.700,-121.155,-16.968
0.548,0.197,-0.842,-11.414,-126.953,-20.874
0.570,0.142,-0.785,-16.785,-132.202,-24.048
0.577,0.097,-0.712,-21.484,-137.146,-25.818
0.598,0.069,-0.645,-24.231,-140.747,-25.879
0.631,0.057,-0.601,-23.682,-142.639,-25.269
0.665,0.057,-0.564,-22.217,-144.165,-25.146
0.711,0.057,-0.534,-19.531,-145.630,-25.818
0.765,0.066,-0.527,-15.381,-147.278,-27.588
0.797,0.061,-0.507,-11.230,-150.818,-30.518
0.803,0.038,-0.463,-7.874,-155.273,-33.447
0.808,0.003,-0.413,-7.141,-156.860,-35.522
0.805,-0.035,-0.363,-9.766,-155.029,-35.828
0.806,-0.072,-0.323,-14.587,-150.452,-34.607

1.686,-0.590,1.180,7.568,38.879,15.503
1.790,-0.644,1.597,0.671,66.711,23.621
1.826,-0.724,1.933,-4.395,113.220,29.602
1.777,-0.736,2.018,-5.798,175.903,36.255
1.644,-0.672,1.840,0.183,239.380,43.457
1.465,-0.553,1.550,15.442,288.940,51.086
1.255,-0.360,1.244,32.898,321.350,59.387
0.973,-0.217,0.965,49.255,339.722,64.941
0.657,-0.123,0.706,56.824,354.858,67.993
0.335,-0.066,0.417,52.185,373.962,71.411
0.031,-0.035,0.092,36.560,395.447,76.965
-0.219,0.045,-0.223,11.353,415.710,85.205
-0.401,0.207,-0.428,-15.442,429.199,92.651
-0.682,0.589,-0.541,-35.950,439.941,92.651
-1.014,1.010,-0.793,-36.499,455.383,71.228
-1.422,1.321,-1.328,-8.545,464.233,26.611
-1.857,1.433,-2.277,29.785,457.153,-31.006
-2.360,1.165,-3.539,48.706,418.701,-90.881
-2.434,0.307,-4.000,43.518,329.712,-112.427
-2.540,0.206,-4.000,30.151,202.698,-45.471
-1.847,0.158,-3.883,-11.963,20.996,-12.268
-1.232,-0.062,-2.526,-12.390,-152.954,9.705
-0.732,-0.084,-1.343,-17.578,-255.798,42.175
-0.263,-0.052,-0.508,-32.288,-286.316,55.664
0.060,-0.178,0.014,-33.386,-267.822,47.852
0.436,-0.164,0.234,-32.166,-226.074,35.706
0.613,-0.224,0.308,-27.771,-184.143,24.475
0.681,-0.289,0.240,-14.526,-150.330,12.390
0.737,-0.295,0.106,-0.549,-125.122,6.592
0.727,-0.301,-0.072,11.230,-105.164,2.380
0.683,-0.297,-0.269,22.644,-92.346,0.183
0.658,-0.272,-0.442,32.776,-88.501,0.610
0.610,-0.235,-0.552,38.452,-90.210,2.686
0.592,-0.195,-0.603,39.551,-94.849,6.348
0.590,-0.150,-0.616,36.987,-99.487,12.024
0.604,-0.094,-0.616,31.067,-103.455,17.578
0.618,-0.006,-0.598,23.437,-105.225,22.339
0.641,0.087,-0.588,17.578,-104.980,23.987
0.682,0.170,-0.599,16.235,-105.652,22.034
0.714,0.235,-0.616,18.738,-108.826,17.334
0.724,0.270,-0.621,21.912,-113.098,10.437
0.731,0.290,-0.622,24.719,-117.188,2.563
0.753,0.303,-0.640,26.733,-120.361,-4.211
0.776,0.298,-0.666,27.039,-123.413,-11.169
0.796,0.277,-0.668,24.902,-127.319,-16.602
0.809,0.242,-0.645,20.264,-131.897,-20.142
0.823,0.218,-0.603,14.038,-134.888,-21.301
0.863,0.218,-0.563,6.958,-136.047,-20.813
0.907,0.234,-0.529,1.038,-135.925,-21.118
0.953,0.237,-0.500,-1.770,-137.085,-23.376
0.979,0.223,-0.447,-2.563,-141.663,-26.917
0.982,0.196,-0.377,-2.686,-145.996,-31.006
0.993,0.157,-0.303,-2.075,-147.400,-35.217
1.002,0.126,-0.215,-0.610,-147.888,-37.720
1.021,0.079,-0.133,1.099,-147.095,-38.879
1.037,0.041,-0.049,0.977,-143.127,-38.696
1.049,0.013,0.042,-1.770,-135.254,-37.170
1.060,-0.018,0.108,-4.700,-123.840,-34.851
1.056,-0.052,0.135,-7.935,-108.521,-32.349
1.050,-0.069,0.119,-11.597,-91.553,-29.114

1.828,-0.509,0.910,1.831,18.311,14.954
1.978,-0.594,1.448,-5.188,29.297,27.771
2.069,-0.636,1.974,-7.812,59.326,39.307
2.017,-0.626,2.290,-1.892,112.976,46.753
1.911,-0.487,2.209,14.771,180.298,53.772
1.719,-0.322,1.844,38.940,239.929,59.082
1.417,-0.193,1.420,58.533,281.982,60.303
1.026,-0.052,1.146,64.819,310.303,62.134
0.573,0.017,0.897,62.866,334.412,65.430
0.121,0.127,0.564,52.063,365.051,70.313
-0.260,0.254,0.141,34.241,399.414,76.050
-0.666,0.411,-0.281,15.625,430.847,78.552
-1.083,0.686,-0.729,4.028,454.102,75.928
-1.547,0.971,-1.234,7.507,468.079,60.181
-1.993,1.240,-1.961,23.315,470.093,33.508
-2.338,1.211,-3.082,43.030,448.364,-0.732
-2.376,0.928,-4.000,36.438,397.034,-32.898
-2.195,0.472,-4.000,-2.686,298.279,-40.527
-1.580,0.482,-4.000,-34.851,116.516,0.366
-0.972,0.443,-3.154,-40.771,-73.547,36.133
-0.486,0.306,-1.768,-42.664,-203.674,46.326
-0.026,0.122,-0.619,-41.992,-262.695,40.466
0.355,0.050,0.194,-48.706,-247.009,23.621
0.553,-0.212,0.455,-52.368,-181.580,-0.488
0.689,-0.375,0.376,-53.162,-114.197,-13.306
0.740,-0.464,0.182,-49.133,-68.787,-13.245
0.751,-0.474,0.003,-39.246,-45.227,-6.531
0.747,-0.446,-0.143,-27.893,-33.752,0.732
0.726,-0.401,-0.250,-16.052,-29.419,7.812
0.703,-0.342,-0.339,-6.104,-26.855,13.977
0.674,-0.258,-0.434,0.427,-23.743,18.250
0.653,-0.175,-0.537,5.676,-21.301,20.447
0.621,-0.110,-0.622,9.888,-21.240,20.081
0.600,-0.042,-0.690,13.855,-23.682,18.921
0.596,0.023,-0.745,18.799,-27.832,17.029
0.593,0.079,-0.786,23.865,-33.264,13.855
0.589,0.131,-0.812,28.870,-39.856,10.376
0.600,0.176,-0.824,33.264,-46.387,6.531
0.615,0.219,-0.839,36.011,-51.514,3.235
0.639,0.254,-0.870,35.278,-54.688,0.000
0.645,0.280,-0.894,30.884,-56.396,-2.869
0.652,0.291,-0.904,23.743,-58.289,-5.615
0.671,0.293,-0.900,16.235,-61.340,-7.568
0.696,0.288,-0.876,9.521,-66.162,-8.240
0.728,0.281,-0.827,3.235,-71.594,-8.789
0.759,0.278,-0.769,-2.014,-75.745,-9.888
0.800,0.276,-0.704,-5.920,-77.759,-12.024
0.835,0.257,-0.640,-7.812,-78.552,-15.320
0.859,0.223,-0.590,-7.935,-78.125,-19.348
0.884,0.189,-0.554,-7.080,-76.416,-23.437
0.901,0.171,-0.525,-4.883,-74.402,-26.917
0.905,0.155,-0.503,-1.160,-72.571,-30.640
0.896,0.123,-0.492,3.601,-70.313,-34.424
0.894,0.082,-0.491,7.324,-67.566,-36.987
0.879,0.031,-0.499,8.667,-63.843,-37.231
0.864,0.004,-0.505,7.629,-59.326,-35.828
0.865,-0.010,-0.522,5.493,-55.786,-33.142
0.868,-0.023,-0.536,1.892,-52.673,-29.053
0.854,-0.039,-0.544,-2.930,-50.110,-24.719
0.831,-0.048,-0.539,-8.240,-47.913,-19.470

1.931,-0.604,1.291,-29.358,-84.351,49.927
2.357,-0.401,2.086,-31.677,-57.861,70.435
2.585,-0.179,2.716,-22.644,-5.676,76.111
2.622,0.024,2.893,-5.188,75.623,67.322
2.502,0.223,2.464,18.677,169.739,50.476
2.223,0.336,1.761,46.509,244.141,28.198
1.762,0.402,1.155,70.435,282.715,7.202
1.304,0.455,0.731,83.374,303.101,-6.226
0.865,0.483,0.447,83.374,319.580,-14.465
0.420,0.455,0.203,76.355,337.341,-18.616
0.012,0.528,-0.064,62.805,359.619,-15.991
-0.293,0.638,-0.433,46.021,382.690,-13.184
-0.587,0.832,-0.811,37.048,395.508,-13.794
-0.925,1.005,-1.225,42.542,392.395,-24.231
-1.385,1.046,-1.662,56.091,380.432,-45.105
-1.820,0.939,-2.298,66.589,366.760,-69.885
-2.070,0.789,-3.099,60.181,343.750,-87.769
-2.280,0.344,-3.954,36.255,293.579,-90.820
-1.845,0.159,-4.000,0.549,196.716,-54.932
-1.186,0.248,-3.654,-17.151,47.607,3.906
-0.726,0.218,-2.590,-19.775,-89.783,35.645
-0.213,0.165,-1.564,-28.687,-177.185,46.204
0.157,-0.023,-0.744,-28.137,-222.961,42.969
0.622,0.038,-0.095,-28.748,-221.436,31.006
0.777,-0.146,0.337,-27.771,-187.195,9.277
0.951,-0.342,0.548,-21.729,-137.817,-10.010
1.045,-0.403,0.568,-17.273,-86.731,-14.648
1.032,-0.457,0.442,-10.132,-41.992,-14.526
0.995,-0.444,0.229,-0.732,-7.690,-9.888
0.943,-0.374,-0.010,11.963,13.489,-3.296
0.858,-0.303,-0.220,26.550,24.109,1.709
0.750,-0.219,-0.387,38.269,29.724,6.165
0.649,-0.116,-0.547,45.715,33.569,9.827
0.555,-0.006,-0.713,49.255,36.621,13.306
0.484,0.107,-0.883,48.096,38.635,15.076
0.434,0.227,-1.038,44.373,36.621,15.503
0.416,0.336,-1.187,39.673,28.503,14.160
0.402,0.413,-1.280,35.095,13.977,10.986
0.395,0.467,-1.313,29.297,-3.601,6.165
0.403,0.498,-1.299,22.400,-21.057,0.610
0.424,0.507,-1.243,15.686,-36.804,-5.005
0.450,0.495,-1.168,7.996,-49.561,-11.536
0.475,0.472,-1.097,0.671,-59.570,-18.005
0.506,0.448,-1.033,-4.639,-67.322,-23.560
0.531,0.418,-0.979,-8.301,-73.669,-29.602
0.539,0.372,-0.932,-11.108,-78.369,-36.255
0.540,0.310,-0.891,-13.672,-82.214,-42.480
0.536,0.230,-0.860,-15.686,-85.632,-47.119
0.523,0.153,-0.834,-17.639,-88.135,-49.744
0.519,0.088,-0.809,-19.226,-90.027,-49.133
0.516,0.021,-0.787,-20.691,-91.614,-46.753
0.521,-0.033,-0.772,-23.010,-92.407,-42.175
0.536,-0.072,-0.754,-26.550,-93.506,-35.889
0.554,-0.095,-0.718,-29.968,-96.069,-28.381
0.578,-0.095,-0.670,-32.227,-98.267,-19.836
0.622,-0.085,-0.621,-33.264,-100.159,-11.780
0.657,-0.059,-0.574,-33.691,-100.342,-5.127
0.697,-0.029,-0.537,-33.020,-99.304,-1.221
0.743,0.005,-0.521,-30.273,-98.694,0.977
0.774,0.031,-0.506,-26.672,-98.938,1.099

1.970,-0.093,0.953,-10.315,-0.366,16.113
2.162,-0.082,1.322,-9.033,11.230,11.841
2.254,-0.054,1.721,-5.005,34.058,3.418
2.178,-0.096,1.883,5.798,77.698,-9.827
1.959,-0.217,1.710,26.428,131.897,-26.001
1.700,-0.298,1.359,52.673,176.147,-33.447
1.395,-0.328,1.029,73.730,205.505,-30.823
1.030,-0.334,0.775,82.520,227.234,-21.851
0.690,-0.287,0.521,78.369,249.268,-7.568
0.413,-0.206,0.279,66.956,271.179,10.010
0.188,-0.099,0.004,50.964,291.748,28.381
-0.004,0.025,-0.217,32.593,309.204,43.762
-0.189,0.128,-0.431,19.165,319.763,56.030
-0.349,0.230,-0.658,10.376,324.341,65.063
-0.498,0.323,-0.906,3.052,325.684,69.824
-0.634,0.439,-1.119,-1.587,322.998,72.327
-0.749,0.572,-1.326,-1.709,314.514,70.923
-0.843,0.714,-1.533,2.258,302.551,62.317
-0.903,0.783,-1.813,11.353,287.109,44.373
-1.025,0.766,-2.181,22.156,263.672,21.179
-1.037,0.696,-2.573,28.687,225.586,4.028
-0.876,0.587,-2.905,28.198,168.457,-5.798
-0.765,0.508,-2.949,22.278,86.548,-8.179
-0.551,0.421,-2.688,17.151,-4.333,-5.249
-0.333,0.262,-2.251,5.066,-76.233,-5.676
-0.180,0.150,-1.741,-16.602,-127.686,-4.639
0.029,0.085,-1.292,-36.011,-159.363,-1.587
0.189,0.004,-0.863,-44.312,-180.054,-0.854
0.368,-0.022,-0.497,-41.870,-188.049,-1.160
0.515,-0.029,-0.203,-33.203,-183.411,-2.869
0.612,-0.081,-0.011,-19.470,-168.274,-8.118
0.687,-0.109,0.054,-5.798,-144.958,-13.550
0.742,-0.112,0.006,4.883,-117.004,-17.517
0.744,-0.119,-0.125,13.855,-90.393,-21.057
0.723,-0.124,-0.296,20.813,-69.885,-22.522
0.690,-0.124,-0.468,25.330,-57.312,-21.057
0.657,-0.125,-0.611,26.917,-51.819,-16.968
0.639,-0.117,-0.717,23.743,-51.453,-10.864
0.622,-0.099,-0.766,16.602,-54.443,-3.296
0.629,-0.057,-0.774,6.775,-58.716,4.150
0.664,0.025,-0.756,-2.991,-62.683,11.292
0.703,0.093,-0.730,-10.193,-67.627,14.771
0.722,0.139,-0.687,-14.404,-73.303,13.855
0.744,0.173,-0.645,-15.381,-79.285,10.620
0.768,0.188,-0.625,-13.672,-83.618,5.920
0.784,0.184,-0.610,-11.230,-87.646,0.488
0.788,0.150,-0.575,-9.338,-92.529,-3.845
0.778,0.109,-0.523,-9.888,-95.825,-6.165
0.766,0.067,-0.476,-13.672,-95.276,-5.981
0.769,0.046,-0.450,-18.860,-91.248,-3.418
0.789,0.071,-0.456,-24.475,-85.510,0.610
0.814,0.109,-0.472,-27.771,-81.665,3.723
0.842,0.129,-0.475,-26.611,-82.947,4.395
0.878,0.147,-0.458,-23.621,-87.830,3.845
0.899,0.178,-0.421,-19.531,-93.323,1.953
0.915,0.193,-0.386,-14.343,-97.595,-2.014
0.917,0.178,-0.348,-9.277,-99.243,-7.446
0.916,0.138,-0.324,-6.653,-98.206,-12.756
0.886,0.081,-0.299,-7.202,-94.788,-16.541
0.857,0.024,-0.292,-10.437,-88.623,-17.334

1.650,-0.219,0.963,16.357,17.578,1.465
1.697,-0.227,1.163,13.672,38.574,3.967
1.720,-0.204,1.332,9.827,70.007,5.859
1.702,-0.235,1.407,13.306,105.652,4.395
1.625,-0.241,1.375,22.461,138.550,4.761
1.535,-0.262,1.280,33.508,168.152,7.568
1.423,-0.235,1.217,42.358,191.833,13.062
1.264,-0.200,1.141,48.584,213.501,20.447
1.042,-0.168,1.017,52.063,236.267,26.550
0.785,-0.087,0.862,50.171,261.536,33.691
0.496,-0.022,0.648,46.387,288.635,39.124
0.229,0.095,0.415,41.382,313.660,43.884
0.033,0.280,0.237,34.180,334.290,48.767
-0.211,0.418,0.097,28.259,353.638,47.852
-0.496,0.505,-0.045,24.719,375.305,41.870
-0.827,0.674,-0.225,24.597,401.550,34.729
-1.086,0.815,-0.611,28.870,431.152,22.766
-1.458,0.836,-1.295,39.307,458.801,2.258
-1.756,0.738,-2.468,45.715,475.952,-24.292
-1.845,0.737,-3.662,40.894,446.350,-43.274
-1.783,0.479,-4.000,41.687,335.876,-35.706
-1.830,0.676,-4.000,78.552,187.988,52.551
-1.444,1.008,-3.798,60.547,33.264,91.125
-0.903,0.809,-2.935,12.939,-95.459,44.495
-0.615,0.408,-2.127,-24.780,-166.748,7.568
-0.365,0.280,-1.489,-66.345,-202.087,4.761
-0.067,0.181,-1.003,-90.576,-219.116,1.282
0.253,0.190,-0.565,-90.881,-231.750,-5.249
0.445,0.040,-0.211,-72.876,-237.244,-22.827
0.568,-0.115,0.083,-47.119,-231.873,-39.490
0.695,-0.192,0.310,-26.184,-215.149,-47.241
0.809,-0.260,0.411,-10.071,-185.120,-51.514
0.875,-0.332,0.374,1.343,-147.644,-53.955
0.901,-0.382,0.225,8.423,-110.657,-52.734
0.898,-0.406,0.027,13.000,-80.200,-46.387
0.878,-0.419,-0.185,15.930,-58.533,-37.109
0.857,-0.414,-0.354,16.113,-45.715,-24.658
0.852,-0.362,-0.462,13.306,-40.222,-10.498
0.852,-0.281,-0.520,8.362,-38.208,2.258
0.850,-0.192,-0.548,3.540,-37.659,12.756
0.849,-0.092,-0.554,-0.732,-36.743,20.691
0.863,0.021,-0.565,-3.784,-34.790,25.085
0.876,0.117,-0.586,-5.249,-32.837,25.146
0.865,0.179,-0.611,-5.859,-31.189,20.874
0.838,0.214,-0.638,-6.287,-30.518,14.526
0.818,0.228,-0.669,-5.737,-30.823,7.996
0.804,0.231,-0.711,-5.249,-32.104,1.709
0.788,0.233,-0.734,-5.981,-35.034,-3.052
0.770,0.213,-0.737,-6.409,-39.307,-7.324
0.759,0.185,-0.739,-7.202,-43.579,-10.925
0.760,0.179,-0.748,-9.583,-47.729,-12.878
0.767,0.178,-0.747,-10.986,-53.406,-14.404
0.773,0.161,-0.725,-11.353,-60.364,-15.869
0.775,0.146,-0.692,-12.573,-67.017,-17.700
0.775,0.130,-0.660,-13.855,-71.838,-18.677
0.778,0.101,-0.622,-14.954,-75.439,-19.836
0.772,0.067,-0.572,-16.357,-78.979,-20.142
0.772,0.046,-0.536,-18.066,-79.834,-18.799
0.781,0.036,-0.511,-20.142,-79.773,-16.724
0.808,0.030,-0.501,-21.362,-79.773,-14.954

1.820,-0.137,1.174,-14.221,32.593,13.000
1.892,-0.104,1.464,-14.587,49.377,11.536
1.928,-0.061,1.687,-9.644,75.134,7.996
1.899,-0.046,1.777,-0.793,108.521,1.526
1.740,-0.122,1.698,10.864,145.752,-6.042
1.520,-0.208,1.538,21.240,182.739,-9.583
1.240,-0.259,1.363,30.334,213.440,-4.944
0.937,-0.289,1.086,34.668,242.187,5.615
0.653,-0.271,0.744,26.855,273.193,21.973
0.388,-0.243,0.420,8.240,299.927,40.649
0.178,-0.173,0.126,-15.930,318.481,61.157
0.024,-0.010,-0.035,-40.955,328.613,80.933
-0.086,0.168,-0.047,-56.091,330.872,94.116
-0.219,0.382,-0.040,-56.763,335.449,96.985
-0.361,0.515,-0.177,-42.297,345.459,88.379
-0.561,0.559,-0.455,-16.968,359.253,68.848
-0.807,0.611,-0.769,12.268,369.080,46.997
-1.139,0.633,-1.042,46.021,370.850,25.146
-1.413,0.673,-1.397,73.547,375.427,3.662
-1.565,0.653,-1.918,91.980,378.845,-15.015
-1.544,0.546,-2.571,98.328,364.868,-29.846
-1.352,0.421,-3.222,90.576,319.885,-36.316
-0.949,0.388,-3.758,74.341,240.356,-32.715
-0.624,0.359,-3.873,57.434,123.962,-27.832
-0.408,0.304,-3.361,44.678,-8.545,-25.391
-0.268,0.228,-2.509,23.865,-122.925,-26.672
-0.174,0.208,-1.670,-5.005,-199.707,-27.527
0.001,0.186,-1.031,-25.513,-235.474,-30.945
0.130,0.108,-0.546,-33.630,-242.065,-39.063
0.218,-0.049,-0.213,-32.593,-231.201,-47.913
0.407,-0.061,0.047,-27.832,-210.937,-48.950
0.514,-0.114,0.167,-15.198,-184.448,-48.950
0.574,-0.203,0.124,-2.625,-150.757,-51.331
0.615,-0.238,-0.022,2.197,-116.333,-49.072
0.635,-0.224,-0.198,4.700,-90.515,-42.542
0.629,-0.199,-0.379,8.606,-74.707,-35.339
0.607,-0.175,-0.532,10.559,-66.650,-29.419
0.585,-0.157,-0.652,9.521,-64.026,-23.437
0.576,-0.135,-0.737,5.127,-65.369,-17.456
0.576,-0.097,-0.771,-0.488,-71.045,-11.597
0.590,-0.054,-0.759,-5.188,-79.773,-6.714
0.619,-0.019,-0.729,-7.568,-89.294,-3.967
0.656,0.004,-0.694,-8.118,-98.083,-3.479
0.674,0.021,-0.632,-6.470,-105.896,-4.150
0.693,0.034,-0.567,-3.601,-111.633,-5.310
0.706,0.046,-0.531,-0.793,-113.647,-6.836
0.712,0.052,-0.519,2.197,-113.403,-8.179
0.708,0.066,-0.508,4.944,-113.281,-8.911
0.704,0.073,-0.512,6.165,-112.488,-9.277
0.704,0.073,-0.544,5.188,-110.535,-9.277
0.701,0.072,-0.578,1.892,-110.046,-8.667
0.702,0.060,-0.593,-1.953,-113.281,-7.568
0.733,0.065,-0.590,-7.141,-119.263,-5.798
0.781,0.095,-0.545,-11.414,-127.441,-4.211
0.827,0.103,-0.430,-10.010,-138.855,-5.737
0.872,0.075,-0.279,-4.517,-149.780,-9.399
0.899,0.037,-0.124,1.587,-154.968,-12.817
0.925,0.012,-0.001,8.057,-153.198,-14.465
0.957,-0.001,0.067,13.611,-144.897,-14.709
0.973,-0.019,0.083,17.395,-133.301,-13.916

1.557,-0.276,0.992,-31.494,49.927,15.625
1.598,-0.230,1.102,-47.791,75.867,27.100
1.615,-0.133,1.193,-60.364,105.347,34.973
1.576,-0.068,1.203,-63.477,135.803,36.743
1.485,-0.045,1.090,-57.251,165.771,34.119
1.394,-0.028,0.952,-44.739,188.782,31.067
1.267,0.003,0.826,-29.968,204.163,28.503
1.129,0.015,0.709,-17.822,216.248,25.452
0.970,0.040,0.598,-13.428,229.248,23.376
0.823,0.061,0.486,-17.273,244.507,22.888
0.671,0.082,0.324,-28.381,261.475,22.217
0.463,0.108,0.163,-44.128,281.128,19.836
0.261,0.080,-0.016,-55.725,298.584,17.395
0.037,0.108,-0.237,-62.317,312.744,17.517
-0.162,0.172,-0.487,-66.101,325.256,18.433
-0.376,0.206,-0.779,-62.012,335.999,13.672
-0.606,0.245,-1.097,-53.772,341.980,6.348
-0.797,0.282,-1.485,-42.847,340.027,-0.977
-1.060,0.266,-1.944,-30.273,326.233,-9.644
-1.211,0.196,-2.420,-17.883,297.546,-18.799
-1.188,0.126,-2.849,-17.822,258.850,-23.804
-1.006,0.051,-3.150,-23.132,200.195,-24.048
-0.788,-0.039,-3.116,-22.034,107.971,-16.724
-0.525,-0.030,-2.653,-14.465,1.404,-3.113
-0.249,0.017,-2.077,-9.888,-88.135,6.104
-0.003,0.054,-1.465,-7.507,-151.978,8.972
0.226,0.056,-0.921,-3.662,-186.890,3.174
0.396,-0.022,-0.503,1.282,-195.251,-7.202
0.502,-0.126,-0.186,6.409,-186.646,-17.639
0.565,-0.218,-0.021,9.949,-163.391,-23.682
0.613,-0.263,-0.013,10.376,-131.165,-24.475
0.648,-0.249,-0.109,10.681,-101.929,-20.508
0.660,-0.212,-0.258,12.878,-80.383,-15.747
0.667,-0.169,-0.408,16.174,-67.566,-12.146
0.667,-0.126,-0.536,20.081,-62.744,-10.254
0.657,-0.096,-0.618,24.048,-64.270,-9.827
0.651,-0.076,-0.671,26.672,-69.214,-10.254
0.647,-0.058,-0.710,26.917,-75.134,-10.803
0.641,-0.055,-0.712,24.597,-82.275,-10.498
0.647,-0.044,-0.693,19.409,-89.111,-8.911
0.667,-0.017,-0.671,12.573,-93.994,-6.226
0.680,0.008,-0.637,6.226,-98.877,-4.028
0.679,0.015,-0.588,2.197,-103.760,-3.296
0.681,0.024,-0.538,0.000,-106.812,-2.319
0.700,0.052,-0.504,-1.404,-107.605,-1.099
0.711,0.073,-0.488,-2.136,-107.361,-0.854
0.713,0.079,-0.468,-1.770,-107.605,-1.404
0.724,0.073,-0.457,-0.916,-108.215,-2.014
0.746,0.072,-0.460,-0.671,-108.643,-2.136
0.771,0.076,-0.470,-0.488,-109.436,-2.136
0.787,0.068,-0.454,-0.732,-113.037,-2.197
0.801,0.071,-0.419,-1.831,-117.310,-2.319
0.831,0.083,-0.391,-3.174,-120.728,-2.747
0.877,0.079,-0.354,-3.662,-124.634,-4.028
0.911,0.066,-0.278,-3.784,-129.944,-6.104
0.929,0.037,-0.164,-2.869,-134.644,-8.057
0.941,0.003,-0.047,-1.221,-135.986,-9.216
0.946,-0.031,0.043,0.488,-131.531,-8.911
0.945,-0.067,0.094,1.953,-121.582,-7.202
0.942,-0.092,0.084,2.502,-107.910,-4.150

1.949,0.046,1.567,-142.273,23.499,11.719
2.008,0.038,2.038,-179.382,73.242,3.967
2.005,0.046,2.288,-186.218,133.728,-2.808
1.969,0.125,2.288,-161.377,192.688,-12.756
1.807,0.113,2.012,-112.671,240.234,-25.696
1.525,0.052,1.608,-59.998,274.841,-40.405
1.138,-0.024,1.281,-24.475,298.462,-48.157
0.726,-0.155,0.941,-12.573,323.303,-47.668
0.345,-0.197,0.623,-23.682,352.844,-37.292
0.060,-0.148,0.278,-45.715,380.432,-21.729
-0.183,-0.039,-0.042,-67.078,399.109,-8.545
-0.421,0.057,-0.358,-81.848,408.081,-1.282
-0.664,0.170,-0.681,-88.318,412.537,-0.977
-0.884,0.242,-1.094,-85.144,412.231,-9.644
-1.166,0.247,-1.478,-71.594,403.625,-28.442
-1.497,0.189,-1.860,-50.537,384.094,-50.903
-1.817,0.024,-2.379,-25.330,356.689,-72.205
-1.878,-0.205,-3.113,-9.705,325.623,-89.966
-1.889,-0.586,-3.854,-7.385,270.325,-100.891
-1.661,-0.822,-3.995,-6.287,159.973,-82.397
-1.197,-0.570,-3.261,5.249,6.042,-28.259
-0.735,-0.321,-2.337,15.259,-116.272,8.728
-0.391,-0.200,-1.547,16.602,-188.782,21.667
