aX,aY,aZ,gX,gY,gZ
-0.060,1.241,0.362,-42.908,-18.127,-115.112
-0.035,1.289,0.366,-44.617,-17.578,-118.530
-0.015,1.325,0.370,-45.471,-16.235,-124.329
-0.007,1.356,0.365,-46.021,-15.076,-131.714
0.010,1.394,0.351,-47.119,-13.489,-139.648
0.033,1.451,0.349,-49.500,-11.169,-148.926
0.048,1.497,0.327,-51.392,-10.071,-160.339
0.051,1.518,0.307,-52.124,-10.681,-173.889
0.071,1.532,0.315,-51.941,-13.428,-188.110
0.100,1.528,0.323,-49.316,-17.517,-203.674
0.125,1.504,0.336,-42.542,-21.667,-221.741
0.151,1.470,0.361,-33.081,-25.330,-242.310
0.173,1.427,0.392,-22.766,-27.100,-264.465
0.165,1.355,0.399,-12.756,-25.818,-286.865
0.148,1.269,0.403,-5.859,-22.644,-307.434
0.129,1.180,0.409,-3.601,-18.311,-324.707
0.115,1.086,0.413,-5.615,-13.855,-338.013
0.090,0.947,0.425,-12.146,-9.460,-347.412
0.056,0.816,0.430,-23.987,-4.761,-351.868
0.060,0.719,0.456,-38.940,2.930,-350.647
0.067,0.552,0.449,-50.720,9.460,-347.168
0.056,0.418,0.428,-61.462,14.771,-340.332
0.078,0.286,0.418,-71.350,19.592,-330.322
0.120,0.202,0.401,-76.111,21.729,-318.359
0.162,0.093,0.367,-75.806,22.522,-306.885

-0.539,1.568,0.765,141.479,55.847,317.261
-0.491,1.837,0.671,137.024,63.599,305.237
-0.390,2.090,0.585,130.615,69.763,285.767
-0.289,2.270,0.511,125.244,69.702,257.812
-0.093,2.446,0.474,120.789,66.711,223.328
-0.328,2.394,0.294,122.559,49.500,196.167
-0.219,2.389,0.175,106.628,46.753,174.805
-0.075,2.404,0.130,82.336,51.086,156.067
-0.019,2.398,0.092,65.491,45.532,134.033
0.045,2.351,0.085,55.298,43.213,104.187
0.054,2.348,0.079,53.833,37.964,71.289
0.037,2.266,-0.001,61.096,30.945,39.917
-0.015,2.149,-0.095,63.416,23.193,18.738
-0.019,2.069,-0.121,52.917,9.460,7.202
-0.001,1.995,-0.089,36.499,-2.747,-0.732
0.013,1.932,-0.031,21.362,-5.554,-11.169
0.022,1.877,-0.007,11.108,-5.066,-24.902
0.013,1.810,-0.013,5.371,-7.080,-39.490
-0.004,1.737,-0.005,0.732,-12.268,-53.101
0.009,1.677,0.005,-4.944,-18.311,-64.209
0.014,1.596,0.027,-11.597,-23.376,-74.341
0.021,1.508,0.068,-19.165,-27.344,-82.947
0.034,1.439,0.119,-26.550,-30.090,-88.928
0.052,1.371,0.166,-33.264,-31.799,-93.079
0.070,1.314,0.216,-38.696,-33.936,-96.741
0.079,1.273,0.263,-43.457,-35.095,-99.854
0.102,1.254,0.296,-46.997,-34.119,-102.539
0.125,1.245,0.324,-49.316,-32.593,-106.384
0.144,1.248,0.360,-49.194,-31.494,-112.122
0.162,1.262,0.381,-46.692,-30.457,-119.507
0.170,1.275,0.369,-42.480,-28.564,-128.174
0.164,1.278,0.340,-39.917,-26.001,-137.268
0.155,1.253,0.301,-42.114,-24.780,-144.836
0.153,1.220,0.275,-49.988,-24.597,-148.987
0.169,1.179,0.278,-62.805,-23.254,-149.475
0.191,1.150,0.296,-75.562,-21.667,-148.071
0.215,1.126,0.318,-84.167,-20.691,-147.400
0.248,1.123,0.343,-86.914,-20.569,-149.231
0.271,1.111,0.349,-84.778,-20.752,-154.480
0.286,1.098,0.347,-79.712,-20.508,-161.926
0.285,1.091,0.344,-72.754,-19.409,-171.265
0.298,1.100,0.343,-64.819,-17.944,-181.335
0.303,1.109,0.331,-56.152,-16.357,-193.420
0.296,1.092,0.299,-47.974,-14.709,-207.031
0.280,1.061,0.262,-43.274,-13.428,-220.337
0.271,0.982,0.225,-43.030,-12.817,-231.750
0.248,0.902,0.226,-48.828,-12.634,-239.258
0.245,0.816,0.249,-58.105,-11.047,-242.798
0.252,0.737,0.252,-66.833,-7.690,-243.896
0.259,0.675,0.266,-75.012,-3.479,-243.225
0.257,0.596,0.265,-80.688,-1.709,-241.577
0.263,0.527,0.259,-82.397,-1.892,-238.892
0.282,0.462,0.242,-81.665,-3.479,-235.413
0.307,0.396,0.227,-80.139,-5.737,-231.995
0.342,0.326,0.233,-79.224,-7.996,-229.309
0.371,0.225,0.235,-78.186,-9.216,-227.234
0.410,0.114,0.228,-75.867,-9.583,-225.891
0.461,-0.005,0.226,-72.815,-9.033,-225.708
0.493,-0.146,0.185,-65.918,-7.263,-224.915
0.509,-0.295,0.148,-56.824,-4.822,-220.093

-0.642,1.750,0.266,145.325,83.496,349.609
-0.573,1.909,0.245,150.391,77.942,317.444
-0.503,2.028,0.209,153.625,72.998,280.579
-0.448,2.108,0.173,152.832,69.519,247.192
-0.400,2.171,0.119,146.606,67.993,219.727
-0.336,2.239,0.074,136.536,66.772,197.571
-0.253,2.316,0.050,123.840,62.439,177.979
-0.167,2.364,0.036,110.596,55.847,158.752
-0.075,2.431,0.070,98.450,46.936,139.282
-0.147,2.374,-0.018,85.938,32.715,126.282
-0.033,2.355,-0.003,62.195,32.043,111.267
0.077,2.355,0.032,40.100,33.081,94.666
0.129,2.346,0.070,26.245,32.898,65.247
0.103,2.271,0.053,24.719,31.067,29.785
0.071,2.153,-0.018,27.893,27.832,-0.854
0.027,2.022,-0.095,26.245,21.423,-22.522
-0.009,1.902,-0.131,15.564,11.108,-35.583
-0.011,1.778,-0.128,0.366,3.662,-44.006
-0.005,1.673,-0.096,-14.465,1.465,-53.162
-0.001,1.575,-0.069,-24.292,0.427,-64.148
-0.005,1.491,-0.048,-28.015,-2.258,-75.684
-0.003,1.422,-0.038,-28.687,-5.920,-86.060
-0.009,1.365,-0.030,-29.236,-9.338,-94.849
-0.002,1.316,-0.011,-31.006,-11.658,-102.234
0.010,1.290,0.019,-33.813,-13.611,-108.582
0.028,1.280,0.042,-36.499,-14.832,-113.586
0.050,1.281,0.068,-41.443,-14.343,-117.310
0.060,1.276,0.083,-48.889,-13.794,-120.422
0.069,1.265,0.101,-56.763,-13.123,-122.620
0.096,1.261,0.117,-63.660,-13.489,-123.779
0.130,1.276,0.137,-68.298,-14.526,-125.366
0.149,1.279,0.150,-68.970,-15.747,-128.967
0.178,1.299,0.156,-66.406,-17.578,-134.583
0.203,1.318,0.166,-61.768,-19.592,-143.066
0.213,1.324,0.161,-54.321,-22.095,-154.358
0.218,1.314,0.130,-46.936,-23.804,-167.969
0.202,1.309,0.120,-42.603,-25.574,-182.312
0.197,1.283,0.112,-42.725,-27.405,-195.557
0.190,1.258,0.115,-47.424,-27.771,-206.848
0.185,1.210,0.138,-55.786,-27.954,-216.980
0.190,1.143,0.163,-63.843,-28.381,-225.342
0.193,1.081,0.199,-70.984,-29.114,-233.337
0.200,1.017,0.225,-74.890,-30.273,-241.333
0.199,0.949,0.233,-74.951,-31.067,-249.268
0.195,0.874,0.234,-73.120,-31.494,-257.080
0.193,0.798,0.229,-70.007,-32.410,-264.404
0.193,0.720,0.218,-65.063,-33.142,-270.447
0.192,0.650,0.201,-60.547,-33.936,-275.085
0.198,0.570,0.182,-57.068,-35.095,-278.870
0.210,0.456,0.170,-54.199,-36.987,-280.457
0.238,0.354,0.165,-54.138,-37.048,-279.297
0.279,0.271,0.176,-55.542,-35.889,-276.062
0.311,0.175,0.156,-53.833,-33.875,-271.729
0.333,0.081,0.133,-52.185,-31.677,-266.052
0.371,-0.011,0.084,-52.185,-30.090,-258.667
0.431,-0.108,0.040,-53.650,-30.762,-247.742
0.476,-0.234,0.030,-57.861,-33.569,-235.596
0.527,-0.378,0.034,-64.209,-36.255,-222.961
0.589,-0.521,0.063,-68.176,-37.537,-208.008
0.640,-0.662,0.104,-67.871,-36.682,-192.078

-0.866,1.768,0.280,152.466,123.901,357.849
-0.818,2.010,0.155,153.076,119.263,333.008
-0.747,2.162,0.113,151.184,107.056,302.734
-0.661,2.233,0.112,147.583,91.431,272.095
-0.564,2.276,0.111,144.409,80.200,243.286
-0.466,2.314,0.075,139.343,74.219,216.064
-0.379,2.328,0.045,130.798,70.313,189.880
-0.323,2.313,0.023,118.652,64.697,165.344
-0.269,2.294,0.002,103.394,58.838,143.616
-0.229,2.270,-0.012,87.036,53.162,123.718
-0.200,2.231,-0.029,72.021,48.157,104.980
-0.177,2.194,-0.048,58.105,42.847,86.792
-0.159,2.170,-0.066,46.570,37.109,69.031
-0.145,2.147,-0.091,37.415,30.823,50.903
-0.123,2.117,-0.107,29.236,23.254,31.677
-0.109,2.065,-0.110,21.240,14.771,10.864
-0.107,1.983,-0.106,13.916,7.141,-10.315
-0.120,1.882,-0.097,7.385,0.488,-31.738
-0.137,1.781,-0.102,1.526,-4.333,-50.598
-0.139,1.687,-0.096,-4.822,-10.010,-66.406
-0.132,1.593,-0.070,-12.268,-16.174,-79.895
-0.116,1.514,-0.044,-19.470,-21.729,-91.187
-0.094,1.448,-0.009,-27.222,-25.818,-100.525
-0.079,1.386,0.020,-34.485,-28.564,-109.253
-0.063,1.328,0.053,-39.978,-30.151,-117.065
-0.050,1.286,0.081,-44.495,-31.921,-123.840
-0.040,1.247,0.108,-47.546,-33.447,-129.944
-0.023,1.226,0.135,-48.828,-34.973,-135.254
-0.009,1.214,0.150,-48.462,-36.133,-139.771
0.006,1.213,0.156,-46.936,-36.987,-144.043
0.033,1.229,0.156,-45.288,-37.720,-148.499
0.052,1.237,0.137,-43.152,-38.635,-154.846
0.076,1.242,0.116,-42.480,-40.710,-162.476
0.072,1.211,0.116,-46.143,-42.969,-169.373
0.106,1.177,0.146,-53.772,-44.006,-175.964
0.128,1.134,0.194,-60.974,-44.434,-181.824
0.147,1.086,0.233,-65.369,-43.335,-187.073
0.168,1.044,0.252,-66.895,-41.077,-191.895
0.186,1.008,0.248,-65.491,-39.124,-196.045
0.199,0.981,0.244,-62.256,-37.781,-200.195
0.214,0.953,0.233,-58.350,-37.109,-204.651
0.227,0.927,0.218,-53.772,-37.109,-209.656
0.244,0.898,0.206,-50.110,-37.415,-214.478
0.260,0.865,0.192,-47.546,-37.170,-219.055
0.271,0.840,0.191,-46.448,-35.522,-223.083
0.285,0.813,0.189,-46.509,-33.203,-226.440
0.302,0.783,0.188,-48.706,-30.029,-229.736
0.312,0.747,0.177,-53.223,-25.818,-232.117
0.318,0.701,0.167,-60.608,-21.729,-232.666
0.337,0.653,0.161,-69.458,-18.555,-230.957
0.371,0.605,0.163,-77.271,-16.541,-228.149
0.406,0.542,0.176,-82.092,-15.930,-226.135
0.446,0.478,0.196,-82.275,-16.113,-225.586
0.480,0.407,0.199,-77.576,-15.198,-227.112
0.501,0.329,0.175,-68.481,-13.855,-229.675
0.517,0.256,0.139,-56.946,-12.695,-232.178
0.533,0.189,0.088,-44.861,-11.353,-234.009
0.530,0.129,0.029,-34.546,-10.742,-234.619
0.530,0.042,-0.040,-27.893,-10.803,-231.873
0.539,-0.021,-0.091,-26.611,-12.024,-224.792

-1.144,1.503,0.320,152.100,131.287,372.070
-1.116,1.774,0.240,154.236,129.761,353.210
-1.038,2.003,0.166,158.691,119.385,326.477
-0.923,2.175,0.155,161.804,103.027,293.152
-0.776,2.267,0.137,164.307,84.290,257.446
-0.651,2.298,0.157,162.537,66.589,221.252
-0.537,2.306,0.169,152.771,54.932,187.927
-0.446,2.269,0.167,136.047,48.706,159.729
-0.380,2.234,0.163,117.249,44.495,137.207
-0.322,2.229,0.164,97.351,41.687,118.164
-0.268,2.231,0.156,80.261,38.940,99.854
-0.218,2.244,0.147,67.261,35.217,79.895
-0.192,2.230,0.132,58.350,29.663,57.739
-0.173,2.202,0.119,51.392,23.987,34.729
-0.177,2.144,0.099,45.166,17.944,11.658
-0.180,2.067,0.065,38.086,12.817,-9.399
-0.187,1.970,0.048,29.114,8.606,-29.358
-0.199,1.860,0.048,19.165,4.272,-47.302
-0.212,1.744,0.030,9.888,0.854,-63.416
-0.228,1.622,0.020,1.465,-2.991,-77.515
-0.238,1.495,0.008,-6.775,-7.812,-88.806
-0.246,1.371,0.017,-15.991,-12.573,-96.619
-0.236,1.261,0.046,-25.513,-16.663,-100.586
-0.223,1.180,0.070,-32.776,-19.775,-102.417
-0.198,1.118,0.099,-37.720,-21.423,-102.966
-0.179,1.081,0.128,-40.649,-23.132,-102.844
-0.157,1.066,0.166,-41.504,-24.780,-102.844
-0.127,1.069,0.197,-39.917,-25.574,-103.394
-0.100,1.080,0.218,-36.743,-25.818,-105.652
-0.082,1.094,0.234,-33.630,-25.818,-109.314
-0.057,1.112,0.247,-31.982,-25.452,-113.770
-0.043,1.128,0.247,-31.006,-24.414,-118.896
-0.028,1.147,0.234,-30.457,-23.376,-123.657
-0.007,1.165,0.229,-31.616,-22.766,-127.319
0.020,1.180,0.236,-34.302,-22.339,-130.920
0.051,1.193,0.248,-37.231,-21.729,-135.193
0.080,1.198,0.263,-38.940,-20.630,-140.442
0.116,1.214,0.267,-38.635,-19.592,-146.606
0.125,1.200,0.255,-35.522,-19.714,-153.748
0.136,1.193,0.233,-30.823,-20.386,-161.987
0.147,1.192,0.225,-28.625,-20.996,-170.776
0.155,1.198,0.221,-29.663,-21.118,-179.077
0.169,1.210,0.237,-33.936,-19.653,-186.401
0.199,1.221,0.255,-40.283,-16.785,-194.519
0.220,1.207,0.255,-46.631,-12.878,-203.857
0.226,1.159,0.260,-51.758,-9.949,-215.637
0.239,1.095,0.271,-56.091,-7.935,-227.356
0.251,1.016,0.272,-58.044,-6.409,-237.976
0.259,0.934,0.266,-57.312,-5.676,-247.070
0.273,0.863,0.253,-55.054,-4.944,-254.211
0.289,0.810,0.240,-51.147,-4.578,-259.460
0.299,0.760,0.238,-46.387,-4.822,-263.611
0.329,0.718,0.238,-42.358,-4.333,-267.517
0.338,0.674,0.218,-39.490,-2.563,-272.339
0.332,0.614,0.198,-38.391,-0.427,-277.649
0.329,0.541,0.167,-38.330,0.610,-281.616
0.330,0.465,0.128,-38.574,0.793,-281.616
0.332,0.398,0.105,-40.833,-0.061,-278.137
0.348,0.296,0.080,-45.166,-1.892,-271.729
0.370,0.224,0.072,-50.354,-3.052,-261.292

-0.969,1.552,0.346,129.272,96.680,361.450
-0.876,1.762,0.364,122.986,85.999,343.994
-0.747,1.935,0.432,116.455,70.496,321.228
-0.607,2.054,0.475,114.624,59.814,295.227
-0.485,2.146,0.482,114.502,54.688,267.029
-0.413,2.205,0.475,112.915,51.331,237.549
-0.308,2.300,0.500,108.032,47.913,210.449
-0.362,2.293,0.381,100.952,37.292,195.618
-0.246,2.353,0.338,80.017,37.354,182.739
-0.118,2.435,0.364,55.969,35.400,167.664
-0.017,2.486,0.407,41.016,35.156,138.245
0.031,2.473,0.387,39.673,39.063,97.351
0.008,2.416,0.293,48.157,41.748,54.504
-0.049,2.320,0.167,54.382,38.635,18.127
-0.118,2.223,0.053,51.331,29.480,-6.409
-0.135,2.138,-0.004,37.354,17.517,-23.071
-0.126,2.054,-0.008,19.104,8.911,-37.720
-0.123,1.953,0.008,1.953,4.028,-53.406
-0.118,1.860,0.031,-10.010,0.427,-71.045
-0.118,1.751,0.036,-15.991,-4.333,-89.050
-0.129,1.639,0.037,-18.677,-10.071,-105.713
-0.148,1.519,0.039,-21.790,-16.174,-120.300
-0.175,1.401,0.048,-27.588,-21.118,-130.554
-0.169,1.299,0.084,-36.194,-24.414,-136.169
-0.160,1.196,0.131,-45.532,-26.428,-138.611
-0.128,1.139,0.174,-53.406,-27.161,-138.855
-0.099,1.091,0.213,-56.763,-28.137,-138.489
-0.074,1.057,0.248,-56.824,-29.358,-139.160
-0.045,1.042,0.271,-55.359,-29.907,-139.709
0.002,1.050,0.296,-53.162,-30.823,-139.954
0.034,1.058,0.320,-49.011,-32.227,-141.907
0.075,1.078,0.339,-44.312,-33.020,-144.958
0.115,1.107,0.355,-39.490,-32.227,-149.170
0.139,1.115,0.346,-34.241,-31.067,-155.273
0.159,1.105,0.318,-30.151,-30.945,-162.354
0.178,1.086,0.309,-30.090,-31.738,-168.335
0.200,1.071,0.329,-34.180,-32.043,-172.241
0.229,1.059,0.340,-39.246,-29.907,-174.561
0.245,1.047,0.346,-43.701,-27.161,-176.208
0.274,1.050,0.354,-47.424,-24.475,-178.528
0.301,1.053,0.360,-49.622,-21.912,-182.190
0.322,1.054,0.370,-49.255,-19.897,-188.354
0.347,1.057,0.380,-47.180,-18.494,-196.899
0.352,1.041,0.380,-43.091,-17.029,-208.557
0.349,1.002,0.378,-37.964,-15.442,-221.313
0.357,0.960,0.368,-33.325,-13.184,-234.558
0.367,0.926,0.367,-30.090,-9.827,-247.620
0.364,0.867,0.330,-27.527,-5.615,-260.376
0.354,0.802,0.306,-27.039,-1.465,-272.400
0.348,0.714,0.288,-26.489,0.977,-282.227
0.350,0.610,0.275,-25.269,1.343,-289.490
0.329,0.494,0.263,-23.071,1.282,-294.067
0.345,0.423,0.246,-20.691,2.686,-294.250
0.342,0.326,0.222,-15.930,3.723,-293.152
0.329,0.262,0.155,-10.803,3.357,-290.344
0.357,0.220,0.096,-7.019,2.869,-285.645
0.379,0.161,0.074,-4.028,-1.648,-282.837
0.415,0.085,0.092,-0.549,-9.766,-281.921
0.460,-0.035,0.124,8.301,-17.578,-282.349
0.487,-0.205,0.109,23.499,-21.729,-284.912

-1.082,1.166,0.738,18.677,41.504,507.141
-1.088,1.496,0.704,29.602,65.613,482.605
-1.103,1.723,0.626,46.265,80.505,446.289
-1.102,1.917,0.555,62.561,86.121,405.518
-1.078,2.048,0.488,76.050,83.435,368.408
-1.024,2.144,0.461,80.627,76.782,336.792
-0.913,2.271,0.475,76.782,72.449,311.279
-0.928,2.287,0.382,70.496,63.965,295.654
-0.761,2.384,0.368,52.734,63.293,283.447
-0.595,2.505,0.401,35.278,60.852,264.221
-0.479,2.581,0.439,31.250,60.303,228.333
-0.427,2.590,0.394,41.199,65.308,179.687
-0.442,2.560,0.236,57.007,68.237,132.385
-0.466,2.527,0.072,64.819,63.416,94.116
-0.500,2.457,-0.034,61.218,49.622,66.895
-0.477,2.399,-0.053,46.814,33.875,45.471
-0.422,2.334,-0.034,30.457,22.705,23.254
-0.392,2.233,-0.023,19.226,15.747,-3.479
-0.387,2.085,-0.026,13.733,9.705,-33.447
-0.393,1.927,-0.030,12.024,1.099,-62.134
-0.385,1.777,-0.030,11.841,-7.874,-85.632
-0.375,1.649,-0.011,10.620,-17.639,-104.126
-0.363,1.535,0.038,7.141,-25.879,-119.324
-0.353,1.435,0.090,2.441,-31.494,-131.226
-0.349,1.348,0.140,-1.770,-34.668,-140.503
-0.346,1.275,0.189,-5.737,-37.170,-147.156
-0.319,1.217,0.223,-10.498,-39.185,-150.940
-0.287,1.175,0.260,-16.724,-41.199,-152.771
-0.246,1.152,0.305,-22.217,-42.297,-154.358
-0.203,1.144,0.341,-25.696,-42.358,-156.860
-0.163,1.132,0.367,-26.428,-41.931,-161.377
-0.130,1.120,0.393,-25.879,-41.199,-167.603
-0.099,1.113,0.396,-25.146,-39.429,-174.805
-0.084,1.098,0.403,-25.635,-36.682,-181.824
-0.064,1.082,0.416,-27.771,-34.241,-187.439
-0.043,1.068,0.407,-30.090,-31.738,-191.345
-0.020,1.058,0.389,-33.630,-29.541,-194.458
0.000,1.041,0.380,-38.391,-28.198,-196.960
0.029,1.014,0.386,-43.396,-28.015,-199.707
0.061,0.984,0.407,-46.570,-28.076,-202.820
0.098,0.970,0.445,-46.875,-27.039,-206.848
0.132,0.965,0.461,-44.617,-23.132,-212.219
0.148,0.946,0.436,-41.016,-17.639,-219.116
0.148,0.907,0.395,-37.720,-13.611,-226.562
0.144,0.853,0.353,-36.133,-11.414,-231.995
0.153,0.794,0.324,-36.499,-10.559,-234.131
0.174,0.745,0.307,-38.513,-10.498,-233.337
0.201,0.702,0.303,-41.077,-9.460,-230.347
0.233,0.667,0.298,-43.335,-8.484,-227.112
0.265,0.642,0.304,-44.556,-6.958,-224.121
0.306,0.618,0.302,-43.884,-5.554,-222.168
0.349,0.582,0.290,-40.955,-4.517,-222.229
0.352,0.533,0.279,-36.682,-4.089,-223.816
0.401,0.498,0.281,-31.738,-2.747,-224.548
0.427,0.459,0.269,-25.635,-1.221,-226.257
0.445,0.398,0.251,-19.348,0.488,-228.516
0.465,0.342,0.233,-14.099,1.892,-229.370
0.481,0.276,0.214,-10.620,3.357,-227.722
0.494,0.210,0.187,-9.399,5.859,-223.755
0.516,0.157,0.166,-10.742,9.216,-217.163

-1.071,-1.015,0.452,87.952,36.804,392.639
-1.341,-0.583,0.486,92.407,47.363,444.946
-1.534,-0.013,0.619,98.999,50.110,491.943
-1.641,0.551,0.727,101.440,54.993,533.142
-1.727,1.058,0.740,91.797,74.524,562.866
-1.765,1.522,0.685,69.641,107.788,579.407
-1.745,1.948,0.580,45.288,142.517,584.778
-1.659,2.338,0.439,31.189,169.373,581.543
-1.469,2.745,0.268,26.672,183.044,567.932
-1.170,3.113,0.083,28.076,184.998,535.339
-0.859,3.358,-0.089,30.701,176.147,486.328
-0.648,3.532,-0.245,33.203,158.325,422.546
-0.418,3.557,-0.350,34.180,132.935,338.074
-0.346,3.313,-0.291,33.081,100.891,244.202
-0.384,2.974,-0.227,31.616,75.073,166.504
-0.431,2.718,-0.176,25.574,67.383,108.154
-0.463,2.466,-0.150,24.231,64.575,62.012
-0.484,2.240,-0.174,27.405,61.096,28.625
-0.504,2.086,-0.250,28.259,54.504,9.705
-0.500,1.997,-0.330,27.710,42.969,0.793
-0.457,1.961,-0.399,24.536,28.320,-3.784
-0.397,1.941,-0.438,16.724,15.747,-11.780
-0.355,1.898,-0.456,6.104,5.310,-25.391
-0.332,1.832,-0.453,-3.662,-4.089,-41.870
-0.310,1.753,-0.430,-12.390,-15.381,-58.838
-0.288,1.664,-0.393,-19.226,-27.588,-74.402
-0.275,1.580,-0.337,-23.804,-39.978,-89.233
-0.257,1.503,-0.265,-26.672,-51.147,-103.333
-0.245,1.435,-0.192,-28.381,-59.814,-116.638
-0.239,1.392,-0.115,-30.212,-66.040,-128.052
-0.221,1.386,-0.060,-32.349,-69.580,-137.390
-0.181,1.416,-0.027,-36.133,-70.190,-146.301
-0.133,1.470,-0.003,-41.748,-69.397,-156.433
-0.090,1.523,0.009,-48.462,-69.031,-169.006
-0.063,1.543,0.036,-53.711,-70.801,-185.547
-0.060,1.540,0.057,-55.542,-74.829,-203.369
-0.052,1.510,0.070,-54.321,-79.956,-220.215
-0.052,1.437,0.087,-50.842,-86.121,-234.924
-0.060,1.338,0.111,-46.021,-92.651,-246.887
-0.053,1.269,0.143,-41.077,-97.229,-254.517
-0.017,1.207,0.180,-36.865,-99.915,-258.118
0.010,1.164,0.238,-32.837,-100.403,-260.498
0.062,1.210,0.299,-30.334,-95.642,-264.404
0.127,1.265,0.330,-27.344,-88.623,-271.423
0.171,1.304,0.305,-24.048,-79.773,-283.325
0.179,1.299,0.259,-23.987,-70.374,-300.659
0.160,1.258,0.229,-24.231,-64.575,-319.702
0.155,1.232,0.224,-23.621,-63.782,-337.280
0.147,1.171,0.266,-22.400,-64.453,-353.455
0.122,1.066,0.283,-19.287,-62.744,-368.225
0.083,0.940,0.286,-13.123,-58.777,-380.066
0.083,0.858,0.293,-3.540,-55.969,-387.146
0.115,0.810,0.274,10.559,-55.725,-390.747
0.128,0.765,0.251,26.794,-58.167,-394.653
0.110,0.662,0.198,41.931,-59.204,-399.597
0.068,0.484,0.120,51.392,-57.190,-403.809
0.041,0.275,0.019,55.054,-53.650,-402.222
0.014,0.041,-0.044,52.856,-52.490,-392.456
0.003,-0.233,-0.047,44.189,-52.795,-375.916
0.015,-0.510,0.013,30.823,-51.270,-351.807

-1.328,1.296,0.600,-14.282,-12.695,656.616
-1.258,1.790,0.544,-38.452,14.771,653.320
-1.103,2.336,0.409,-65.674,50.903,630.676
-0.796,2.853,0.291,-84.839,81.726,589.539
-0.526,3.299,0.157,-80.933,98.511,525.574
-0.305,3.498,0.025,-54.565,87.830,432.678
-0.211,3.406,-0.029,-17.639,52.979,325.317
-0.218,3.078,0.023,9.827,16.907,223.938
-0.328,2.682,0.121,19.714,1.099,138.062
-0.475,2.290,0.179,17.395,5.005,74.219
-0.572,1.954,0.192,12.146,15.015,29.419
-0.627,1.701,0.180,9.766,23.621,-0.183
-0.648,1.533,0.158,9.216,29.053,-17.944
-0.641,1.430,0.127,9.033,31.616,-27.039
-0.593,1.376,0.091,8.667,32.043,-30.334
-0.529,1.364,0.046,6.653,30.701,-31.372
-0.462,1.376,0.005,3.235,26.917,-32.959
-0.391,1.396,-0.020,0.366,21.179,-37.109
-0.332,1.392,-0.028,-0.854,12.695,-43.823
-0.286,1.352,-0.021,-1.038,3.113,-51.392
-0.248,1.298,-0.001,-2.075,-4.883,-59.204
-0.215,1.244,0.021,-3.784,-10.498,-66.711
-0.197,1.186,0.052,-5.859,-14.832,-73.364
-0.190,1.131,0.093,-7.080,-17.517,-78.674
-0.182,1.079,0.128,-8.484,-19.348,-81.909
-0.174,1.044,0.157,-9.949,-19.287,-83.008
-0.160,1.022,0.184,-11.536,-17.944,-82.642
-0.144,1.019,0.210,-13.184,-15.625,-81.543
-0.105,1.053,0.236,-15.198,-12.573,-80.627
-0.071,1.102,0.257,-16.541,-9.521,-80.811
-0.033,1.158,0.258,-17.151,-6.287,-83.069
0.011,1.224,0.253,-18.005,-2.869,-87.463
0.048,1.280,0.239,-19.775,0.122,-93.689
0.075,1.314,0.218,-21.179,1.526,-101.501
0.084,1.335,0.210,-21.240,0.305,-110.840
0.101,1.329,0.219,-20.447,-3.357,-120.300
0.099,1.287,0.226,-18.921,-8.728,-129.272
0.072,1.235,0.236,-16.113,-12.878,-138.245
0.077,1.203,0.254,-15.808,-13.916,-144.897
0.103,1.185,0.259,-19.592,-10.498,-148.560
0.124,1.179,0.248,-26.489,-3.418,-152.527
0.151,1.201,0.238,-34.973,4.272,-157.104
0.202,1.256,0.226,-42.297,10.803,-162.170
0.265,1.307,0.217,-48.950,15.076,-169.067
0.302,1.340,0.221,-54.077,18.555,-180.603
0.316,1.344,0.225,-55.969,21.729,-196.838
0.314,1.315,0.218,-53.406,23.926,-213.684
0.297,1.252,0.203,-47.424,24.048,-228.943
0.290,1.197,0.189,-39.490,21.973,-241.028
0.287,1.123,0.171,-30.762,18.372,-249.329
0.280,1.051,0.148,-23.315,15.381,-254.822
0.283,0.980,0.124,-18.677,13.184,-258.240
0.322,0.945,0.095,-15.503,10.742,-257.996
0.355,0.902,0.063,-14.709,9.033,-256.653
0.377,0.881,0.056,-18.982,8.789,-257.263
0.411,0.859,0.062,-24.353,9.155,-258.362
0.453,0.834,0.065,-29.236,9.216,-260.193
0.489,0.822,0.066,-32.898,7.996,-263.428
0.507,0.802,0.067,-33.813,5.005,-268.616
0.514,0.780,0.086,-32.776,1.282,-275.269

-0.006,1.923,0.628,45.959,35.095,442.749
-0.125,2.171,0.774,33.813,26.855,427.612
-0.212,2.232,0.582,25.635,23.926,421.265
0.064,2.214,0.396,-1.404,56.763,395.142
-0.081,2.313,0.303,-39.368,100.586,393.860
-0.285,2.455,-0.063,-75.073,140.503,362.183
-0.158,2.573,-0.180,-99.731,158.386,286.133
-0.032,2.563,-0.212,-92.590,149.170,232.361
0.015,2.582,-0.272,-76.172,128.235,196.777
0.077,2.634,-0.311,-59.387,103.394,168.762
0.155,2.672,-0.333,-40.344,75.134,133.545
0.165,2.621,-0.355,-16.602,45.959,94.360
0.143,2.522,-0.376,2.625,20.813,54.382
0.113,2.361,-0.380,17.456,4.578,11.292
0.087,2.139,-0.376,28.809,-3.967,-29.053
-0.008,1.905,-0.395,33.203,-11.108,-60.852
-0.065,1.691,-0.401,29.297,-21.606,-78.552
-0.071,1.532,-0.371,20.203,-31.616,-84.595
